10,1,919.52,4.99,56.14999999999998,52.839999999999996,1,1,1.0
10,2,1025.21,6.64,54.5,42.94,1,1,1.0
11,1,918.42,7.19,56.15000000000009,52.85,1,1,1.0
11,2,1024.66,9.95,56.70999999999981,46.769999999999996,1,1,1.0
12,1,917.32,9.39,56.14999999999998,52.85,1,1,1.0
12,2,1024.11,13.25,58.930000000000064,50.61,1,1,1.0
13,1,916.22,11.6,56.14999999999998,52.839999999999996,1,1,1.0
13,2,1023.56,16.55,61.1400000000001,54.45,1,1,1.0
14,1,913.47,14.35,56.14999999999998,52.839999999999996,1,1,1.0
14,2,1023.56,18.2,61.1400000000001,54.45,1,1,1.0
15,1,910.72,17.1,56.139999999999986,52.839999999999996,1,1,1.0
15,2,1023.56,19.85,61.1400000000001,54.449999999999996,1,1,1.0
16,1,907.96,19.85,56.14999999999998,52.85,1,1,1.0
16,2,1023.56,21.5,61.1400000000001,54.45,1,1,1.0
17,1,906.31,21.5,59.460000000000036,56.7,1,1,1.0
17,2,1023.56,23.16,61.1400000000001,54.45,1,1,1.0
18,1,904.66,23.16,62.780000000000086,60.540000000000006,1,1,1.0
18,2,1023.56,23.98,63.6400000000001,58.56999999999999,1,1,1.0
18,3,1117.69,0.0,75.96000000000004,51.23,1,1,1.0
19,1,903.01,24.81,66.09000000000003,64.39,1,1,1.0
19,2,1023.56,24.81,66.1400000000001,62.69,1,1,1.0
19,3,1117.69,0.0,82.6099999999999,61.1,1,1,1.0
20,1,900.53,28.11,66.09000000000003,64.39,1,1,1.0
20,2,1025.21,28.11,66.13999999999987,62.69,1,1,1.0
20,3,1120.17,0.83,82.6099999999999,61.1,1,1,1.0
21,1,898.06,31.41,66.09000000000003,64.4,1,1,1.0
21,2,1026.86,31.41,66.1400000000001,62.7,1,1,1.0
21,3,1122.64,1.65,82.6099999999999,61.1,1,1,1.0
22,1,895.58,34.71,66.08999999999992,64.4,1,1,1.0
22,2,1027.69,37.19,66.13999999999987,62.7,1,1,1.0
22,3,1125.12,2.48,82.61000000000013,61.1,1,1,1.0
23,1,893.1,38.02,66.09000000000003,64.38999999999999,1,1,1.0
23,2,1028.51,42.97,66.1400000000001,62.7,1,1,1.0
23,3,1127.6,3.3,82.61000000000013,61.10000000000001,1,1,1.0
24,1,889.8,46.27,66.09000000000003,64.4,1,1,1.0
24,2,1025.21,46.28,66.13999999999987,62.69,1,1,1.0
24,3,1129.25,7.43,82.6099999999999,61.1,1,1,1.0
25,1,886.5,47.93,71.0,74.27000000000001,1,1,1.0
25,2,1025.21,51.23,67.81999999999994,65.15,1,1,1.0
25,3,1130.9,11.56,82.6099999999999,61.099999999999994,1,1,1.0
26,1,879.89,49.58,71.0,74.27,1,1,1.0
26,2,1025.21,56.18,69.49000000000001,67.62,1,1,1.0
26,3,1136.68,16.51,82.6099999999999,61.099999999999994,1,1,1.0
26,4,1020.26,0.0,54.49000000000001,46.28,1,1,1.0
27,1,879.89,49.58,74.31000000000006,79.22000000000001,1,1,1.0
27,2,1025.21,56.18,84.38999999999987,70.91999999999999,1,1,1.0
27,3,1142.46,21.47,82.6099999999999,61.099999999999994,1,1,1.0
27,4,1020.26,0.0,56.549999999999955,49.98,1,1,1.0
27,5,919.52,0.0,59.450000000000045,38.02,1,1,1.0
28,1,877.41,56.18,74.31000000000006,79.22999999999999,1,1,1.0
28,2,1026.04,61.14,84.3900000000001,70.91000000000001,1,1,1.0
28,3,1145.76,24.77,82.6099999999999,61.10000000000001,1,1,1.0
28,4,1020.26,0.0,58.62000000000012,53.69,1,1,1.0
28,5,917.87,0.0,61.10000000000002,39.67,1,1,1.0
29,1,874.94,62.79,74.30999999999995,79.22,1,1,1.0
29,2,1026.86,66.09,84.3900000000001,70.91999999999999,1,1,1.0
29,3,1149.06,28.07,82.62000000000012,61.1,1,1,1.0
29,4,1020.26,0.0,60.680000000000064,57.39,1,1,1.0
29,5,916.21,0.0,62.75999999999999,41.32,1,1,1.0
30,1,874.94,69.39,74.30999999999995,79.23,1,1,1.0
30,2,1026.86,69.39,84.3900000000001,70.92,1,1,1.0
30,3,1150.72,26.42,87.57999999999993,70.98,1,1,1.0
30,4,1020.26,0.0,62.74000000000001,61.1,1,1,1.0
