1,1,1436.24,1076.57,191.55999999999995,165.1400000000001,1,1,1.0
1,2,1469.27,1000.61,158.52999999999997,148.62,1,1,1.0
1,3,2942.29,1254.92,290.6500000000001,244.39999999999986,1,1,1.0
1,4,1508.9,673.63,66.04999999999995,59.450000000000045,1,1,1.0
1,5,930.92,891.61,333.58000000000004,426.06000000000006,1,3,1.0
2,1,1436.24,1086.48,191.55999999999995,165.12999999999988,1,1,1.0
2,2,1469.27,1002.81,158.52999999999997,148.62000000000012,1,1,1.0
2,3,2915.87,1248.31,290.6400000000003,244.41000000000008,1,1,1.0
2,4,1508.24,674.29,66.04999999999995,59.450000000000045,1,1,1.0
2,5,927.61,893.27,333.58000000000004,426.04999999999995,1,3,1.0
3,1,1436.24,1096.38,191.55999999999995,165.13999999999987,1,1,1.0
3,2,1469.27,1005.01,158.52999999999997,148.62000000000012,1,1,1.0
3,3,2905.96,1235.1,290.6399999999999,244.4000000000001,1,1,1.0
3,4,1507.58,674.95,66.05000000000018,59.44999999999993,1,1,1.0
3,5,924.31,894.92,333.58000000000015,426.05000000000007,1,3,1.0
4,1,1436.24,1106.29,191.55999999999995,165.1400000000001,1,1,1.0
4,2,1469.27,1007.21,158.52999999999997,148.6199999999999,1,1,1.0
4,3,2882.84,1215.28,290.64999999999964,244.41000000000008,1,1,1.0
4,4,1506.92,675.61,66.04999999999995,59.44999999999993,1,1,1.0
4,5,921.01,898.22,333.5799999999999,426.05999999999995,1,3,1.0
5,1,1429.63,1109.6,199.81999999999994,165.1300000000001,1,1,1.0
5,2,1468.16,1014.91,160.74,155.24000000000012,1,1,1.0
5,3,2856.42,1208.68,290.6399999999999,244.39999999999986,1,1,1.0
5,4,1506.26,676.28,66.04999999999995,59.440000000000055,1,1,1.0
5,5,921.01,904.83,333.5799999999999,426.05000000000007,1,3,1.0
6,1,1423.03,1112.9,208.06999999999994,165.13999999999987,1,1,1.0
6,2,1467.06,1022.61,162.94000000000005,161.85000000000002,1,1,1.0
6,3,2839.91,1188.86,290.6400000000003,244.41000000000008,1,1,1.0
6,4,1505.6,676.94,66.05000000000018,59.44999999999993,1,1,1.0
6,5,897.89,898.22,333.58000000000004,426.05999999999995,1,3,1.0
7,1,1419.73,1122.81,208.06999999999994,165.1300000000001,1,1,1.0
7,2,1465.96,1030.32,165.13999999999987,168.45000000000005,1,1,1.0
7,3,2816.79,1178.95,290.6399999999999,244.40999999999985,1,1,1.0
7,4,1505.6,678.04,66.05000000000018,59.450000000000045,1,1,1.0
7,5,891.28,904.83,360.01,455.76999999999987,1,3,1.0
8,1,1418.07,1131.06,208.08000000000015,165.1400000000001,1,1,1.0
8,2,1464.31,1040.22,165.1400000000001,168.46000000000004,1,1,1.0
8,3,2823.39,1172.35,290.6400000000003,244.4000000000001,1,1,1.0
8,4,1505.6,679.14,66.05000000000018,59.450000000000045,1,1,1.0
8,5,884.68,904.83,360.0100000000001,455.76999999999987,1,3,1.0
9,1,1416.42,1139.32,208.06999999999994,165.1400000000001,1,1,1.0
9,2,1462.66,1050.13,165.12999999999988,168.4599999999998,1,1,1.0
9,3,2787.06,1165.74,290.6399999999999,244.4000000000001,1,1,1.0
9,4,1505.6,680.24,66.05000000000018,59.450000000000045,1,1,1.0
9,5,878.07,918.04,360.0099999999999,455.77,1,3,1.0
10,1,1404.9,1150.88,219.58999999999992,189.91999999999985,1,1,1.0
